time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452550000	4.42005	18.4656	4.85199	3.82794	0.345197	radar	0.683048	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.16273	18.4849	4.50849	3.9076	0.591024	lidar	0.800551	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.9171	18.1947	5.15862	3.89169	0.525451	radar	7.65073	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.67711	18.1858	4.81683	3.87026	0.413472	lidar	3.78006	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.7191	17.8584	4.83323	3.93932	0.424733	radar	3.19088	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.24262	17.8199	5.04912	3.8928	0.377552	lidar	1.40095	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.1685	17.5574	5.16675	3.94149	0.451646	radar	2.98383	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.88966	17.6294	4.75997	3.84529	0.227643	lidar	2.99833	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.98819	17.131	5.07774	4.07369	0.597568	radar	0.955427	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.55626	17.2084	4.90695	3.94186	0.358532	lidar	1.27934	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.67547	16.783	4.81007	4.08008	0.447912	radar	3.15904	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.2384	16.842	4.89857	3.99124	0.382698	lidar	0.0280435	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.13733	16.4132	4.95759	4.01413	0.274184	radar	4.34606	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93001	16.3052	5.19761	4.11763	0.537494	lidar	3.30632	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77454	16.0703	4.97177	4.01055	0.227172	radar	0.507745	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.54105	15.9798	5.15622	4.05722	0.33224	lidar	1.86151	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.58941	15.627	5.0006	4.1445	0.447728	radar	1.86441	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.21972	15.5088	5.30384	4.10795	0.362405	lidar	0.584371	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.16539	15.2589	5.07787	4.11918	0.356309	radar	1.77489	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.83203	15.0551	5.47998	4.09494	0.271314	lidar	1.13161	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.893909	14.8948	4.95369	4.12145	0.269749	radar	1.9142	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.622153	14.6369	5.27067	4.16647	0.353524	lidar	1.39074	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.708217	14.4283	5.02926	4.22797	0.43427	radar	1.67386	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.305646	14.199	5.31356	4.16548	0.286583	lidar	0.246514	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.306703	13.9573	5.39571	4.23821	0.46066	radar	2.42834	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.248917	13.694	5.13705	4.33818	0.552896	lidar	3.96059	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.0767586	13.4823	5.44193	4.30021	0.50732	radar	0.442575	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0599735	13.2576	5.19402	4.2937	0.368248	lidar	1.63006	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.210517	13.0323	5.31118	4.28269	0.362596	radar	1.63478	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.113979	12.8304	4.92282	4.41078	0.519365	lidar	2.84107	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.566418	12.5583	5.31668	4.22991	0.196902	radar	1.50091	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.361946	12.3704	5.0039	4.38231	0.370912	lidar	1.16729	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.873208	12.1331	5.34197	4.21813	0.160336	radar	1.94857	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.554027	11.9586	4.88966	4.37672	0.294144	lidar	0.588777	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-1.16745	11.6592	5.40856	4.2252	0.16429	radar	0.141383	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.937616	11.4737	5.14014	4.25196	0.0132602	lidar	5.17624	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.26716	11.1928	5.15601	4.26198	0.112509	radar	3.05774	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.28079	11.0375	5.20195	4.16831	-0.140361	lidar	1.14591	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.38277	10.7277	5.17257	4.35148	0.285852	radar	1.84201	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.51469	10.5184	5.34262	4.20343	-0.0489983	lidar	0.821234	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.57627	10.2072	5.29938	4.3909	0.330984	radar	0.785617	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.70608	10.1256	5.10247	4.21855	-0.0148888	lidar	1.50638	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68727	9.75737	5.10542	4.42099	0.284573	radar	1.25261	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.84238	9.68298	4.96861	4.28159	0.101979	lidar	1.07294	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.98665	9.24749	5.33565	4.39079	0.228647	radar	1.79671	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.97106	9.03134	5.34579	4.40469	0.305571	lidar	5.53186	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0882	8.81083	5.13115	4.41336	0.181835	radar	2.17574	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15183	8.53287	5.34948	4.41419	0.266937	lidar	0.065071	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.41085	8.27612	5.36951	4.35824	0.094031	radar	1.71974	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.26368	8.07384	5.1942	4.4539	0.293066	lidar	0.62548	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.42651	7.88975	5.05924	4.43138	0.164731	radar	6.46351	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49717	7.59271	5.22874	4.40519	0.149701	lidar	0.936303	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.78233	7.3775	5.21298	4.3268	-0.0510163	radar	3.74431	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.72588	7.08831	5.3054	4.37075	0.0588133	lidar	0.514412	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.83762	6.94889	5.04698	4.41481	0.137705	radar	2.0248	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.83174	6.70055	4.98423	4.39886	0.0988398	lidar	2.65768	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.88058	6.52006	4.74112	4.43209	0.0542649	radar	3.50052	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.9415	6.22645	4.95831	4.43686	0.150224	lidar	0.13983	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.15634	6.00629	5.05383	4.39499	0.0390309	radar	3.39216	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.11834	5.66403	5.20742	4.43822	0.124577	lidar	1.58384	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.35214	5.48882	5.10709	4.35755	-0.0721141	radar	1.77545	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3434	5.14637	5.31697	4.39327	0.0191442	lidar	0.786967	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.47636	5.00996	5.07387	4.40232	0.0587211	radar	0.672301	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.60064	4.60087	5.49382	4.34141	-0.0790775	lidar	1.20486	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68413	4.47628	5.16589	4.35455	-0.0927788	radar	2.5708	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.90411	4.08249	5.60608	4.26697	-0.200417	lidar	0.955424	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.87391	3.99151	5.2036	4.37015	0.00481042	radar	1.03741	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-4.01774	3.64058	5.34097	4.31597	-0.0763382	lidar	2.47458	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06195	3.58021	5.066	4.33502	-0.111812	radar	2.61567	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.19008	3.17705	5.24744	4.3237	-0.0485049	lidar	0.255167	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.29835	3.0385	5.2705	4.30612	-0.152232	radar	1.19839	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.34983	2.63139	5.35968	4.3608	0.0291541	lidar	0.593879	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.48617	2.52107	5.29682	4.32569	-0.0416546	radar	0.910182	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.57161	2.11817	5.42781	4.34153	-0.0122186	lidar	0.189843	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67707	2.0382	5.28397	4.27982	-0.21233	radar	3.16296	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.81578	1.58606	5.54412	4.31625	-0.0571141	lidar	0.422267	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.92504	1.5086	5.43481	4.26009	-0.21176	radar	0.553812	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.85193	1.14924	5.20499	4.40667	0.121088	lidar	4.22981	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.12015	1.06901	5.22494	4.26381	-0.115474	radar	1.38487	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-4.9347	0.720226	4.98701	4.44923	0.178556	lidar	1.32894	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.3038	0.436551	5.52945	4.30805	-0.00446637	radar	6.50752	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.09213	0.249663	4.99085	4.4429	0.134023	lidar	0.0934472	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.5366	-0.0603106	5.44708	4.34034	0.142805	radar	4.70584	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.26129	-0.220014	4.99818	4.42645	0.0791619	lidar	0.139671	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.75792	-0.360958	5.06319	4.27221	-0.032104	radar	3.24998	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.63807	-0.579297	4.88091	4.24304	-0.270385	lidar	5.83972	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.94413	-0.82524	5.18435	4.23512	-0.187879	radar	6.79205	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.86057	-1.11632	5.13668	4.24641	-0.211703	lidar	1.77257	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.1054	-1.41882	5.37509	4.28457	-0.0617146	radar	4.127	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.18681	-1.53581	5.15318	4.15323	-0.342238	lidar	0.750128	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.35536	-1.87517	5.48651	4.21525	-0.268935	radar	3.16763	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.39396	-2.04551	5.25024	4.19247	-0.207395	lidar	0.998943	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.66637	-2.25472	5.24162	4.15695	-0.284347	radar	2.59734	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72802	-2.46632	5.27341	4.11744	-0.30578	lidar	0.434855	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.97376	-2.67011	5.20839	4.1121	-0.310375	radar	0.407081	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.90336	-2.9987	5.32963	4.20081	-0.0977279	lidar	1.97638	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.22433	-3.14186	5.1689	4.1268	-0.204405	radar	0.778877	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.15416	-3.37667	5.13434	4.16817	-0.139575	lidar	1.03578	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.49245	-3.69963	5.32933	4.17304	-0.0820693	radar	3.37536	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.47257	-3.66826	4.88971	4.07133	-0.291247	lidar	2.57957	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.76625	-4.09612	5.28371	4.13341	-0.146589	radar	1.40926	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.80966	-4.15408	5.16318	4.05768	-0.260876	lidar	1.91481	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-8.05206	-4.54343	5.28281	4.12486	-0.133347	radar	0.0330139	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.16044	-4.65795	5.42388	4.05456	-0.216467	lidar	1.78437	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.33686	-4.95189	5.09036	4.12256	-0.0731662	radar	1.25336	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.41542	-5.10207	5.34582	4.08733	-0.117026	lidar	0.568377	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.66933	-5.20398	4.83498	4.04002	-0.170524	radar	2.98771	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.82036	-5.51299	5.45019	4.01604	-0.226113	lidar	0.778369	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.97419	-5.60902	4.93126	4.02969	-0.169934	radar	0.286839	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.11316	-5.87824	5.2631	4.00609	-0.203821	lidar	0.896139	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.27493	-5.86852	4.74437	3.97125	-0.223995	radar	4.79864	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.41372	-6.07836	4.80918	3.92307	-0.3215	lidar	5.77698	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.61338	-6.24914	4.84837	3.95494	-0.221084	radar	0.916681	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.6886	-6.48441	4.83119	3.96395	-0.187719	lidar	0.874384	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-10.1182	-6.46056	4.96543	3.80891	-0.419728	radar	4.67762	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1132	-6.82233	4.97702	3.88884	-0.289842	lidar	1.02115	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.4651	-6.79614	5.04063	3.79855	-0.375846	radar	0.982921	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.6015	-7.20042	5.28351	3.8212	-0.357841	lidar	2.56205	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.9047	-7.02451	5.07643	3.71786	-0.438896	radar	0.491718	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.1069	-7.53176	5.47474	3.74546	-0.428416	lidar	1.13495	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2582	-7.34562	5.01848	3.7184	-0.379643	radar	0.911339	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3596	-7.78756	4.99779	3.76781	-0.316872	lidar	6.278	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.6495	-7.59449	4.97772	3.68252	-0.377699	radar	0.890267	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6745	-7.9659	4.64532	3.71526	-0.358076	lidar	3.17882	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-12.0357	-7.8376	4.78788	3.64893	-0.3815	radar	0.963869	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0828	-8.15092	4.59498	3.63772	-0.433891	lidar	0.344316	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.4679	-8.09648	5.05964	3.63643	-0.327029	radar	2.07153	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.465	-8.31522	4.48401	3.57562	-0.468965	lidar	0.366543	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.885	-8.27228	4.83328	3.57763	-0.377867	radar	1.58235	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0438	-8.54851	4.93878	3.50371	-0.507519	lidar	5.25746	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3982	-8.44766	5.02815	3.52492	-0.377363	radar	2.32729	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4608	-8.64885	4.76712	3.42467	-0.561111	lidar	0.854319	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.8666	-8.48212	4.80851	3.40107	-0.524558	radar	2.78612	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9421	-8.87816	4.92057	3.44088	-0.429515	lidar	1.32725	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.3053	-8.74574	5.02424	3.46909	-0.302182	radar	2.61188	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4117	-9.10102	4.99139	3.46144	-0.315658	lidar	0.685233	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6958	-9.01398	4.87194	3.49682	-0.249419	radar	0.869964	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9658	-9.13721	5.10331	3.33198	-0.489662	lidar	1.61043	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.167	-9.26087	4.89411	3.50293	-0.215418	radar	4.61332	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.5377	-9.39463	5.39183	3.39269	-0.289638	lidar	3.83934	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6564	-9.35278	4.75526	3.43027	-0.30536	radar	1.77735	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-16.0671	-9.56042	5.43869	3.39017	-0.241519	lidar	0.15491	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2433	-9.253	4.83697	3.27376	-0.462906	radar	1.50174	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.5331	-9.52454	5.19357	3.26539	-0.42557	lidar	3.0008	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.614	-9.3609	4.72272	3.26142	-0.437272	radar	3.93022	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-17.0769	-9.49875	5.23493	3.16452	-0.531743	lidar	0.553622	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-16.9421	-9.81185	4.63323	3.42166	-0.18463	radar	7.36542	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.5749	-9.53835	5.18953	3.14226	-0.475741	lidar	0.196297	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.5059	-9.75541	4.66522	3.31151	-0.298077	radar	3.48629	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-18.0435	-9.47292	5.06371	3.05832	-0.544807	lidar	0.601454	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.0572	-9.60893	4.68737	3.16277	-0.461871	radar	1.31689	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4366	-9.51696	4.78348	3.0744	-0.420072	lidar	2.69935	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.4689	-9.68542	4.69727	3.18737	-0.335336	radar	1.1596	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9279	-9.49592	4.82715	3.04828	-0.390661	lidar	0.0878159	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-18.9505	-9.5661	4.77871	3.11336	-0.355128	radar	3.18242	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.359	-9.26551	4.74887	2.87611	-0.632716	lidar	2.8307	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.5112	-9.28287	4.84614	2.93693	-0.557898	radar	1.74316	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8324	-9.04589	4.84286	2.75494	-0.735471	lidar	0.707629	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1086	-8.83981	5.11338	2.77699	-0.608108	radar	4.67135	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2483	-9.22188	4.51805	2.94978	-0.260688	lidar	12.8907	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5051	-8.94609	4.91541	2.84935	-0.445193	radar	3.15532	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.6708	-9.02225	4.54739	2.84008	-0.409294	lidar	1.0375	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-21.04	-8.70505	5.00493	2.77339	-0.484196	radar	2.39387	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.0657	-8.86302	4.47716	2.78012	-0.443377	lidar	0.178233	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.5278	-8.50852	5.01564	2.71153	-0.528394	radar	1.63685	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.4933	-8.78407	4.4426	2.80443	-0.322553	lidar	0.695049	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.9962	-8.04648	5.13987	2.54497	-0.727238	radar	2.95944	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9349	-8.60379	4.53425	2.75868	-0.345786	lidar	0.231787	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.3861	-7.85221	5.03345	2.56907	-0.496439	radar	2.21639	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.444	-8.39916	4.78817	2.72848	-0.336528	lidar	1.61283	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.7154	-7.7825	4.80678	2.56073	-0.487935	radar	2.0355	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.9004	-7.94009	5.10438	2.51455	-0.651683	lidar	6.71016	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.075	-7.64868	4.61665	2.50312	-0.611295	radar	3.63696	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3734	-7.60786	5.29519	2.46122	-0.626291	lidar	0.940835	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4694	-7.33129	4.71566	2.49183	-0.430009	radar	1.82977	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6751	-7.29692	5.04352	2.37918	-0.667257	lidar	1.64924	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.873	-6.94015	4.83176	2.43572	-0.423142	radar	0.443227	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0066	-7.0873	4.76281	2.38799	-0.538509	lidar	2.7642	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.2534	-6.45456	4.97102	2.33644	-0.521169	radar	0.903542	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.286	-6.60099	4.91848	2.22198	-0.737479	lidar	2.46092	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
